"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5981","@PLAN_ID=xxxx @SUITE_ID=xxxx @[xxxx] Validate successful login execution","Local","Sun Nov 23 23:24:56 UTC 2025","passed","Sun Nov 23 23:25:02 UTC 2025","","e2e/login-functional.spec.ts","",""
